mode_label,test_mean,test_std,train_mean,train_std,wrong_mean,wrong_std
Random Genes,0.6210015080299318,0.06973741747357257,0.6069880786180486,0.06235921933296492,109.9,13.714955340794953
Selected Genes,0.9411531433229108,0.01323512748953201,0.9471082403125655,0.004154818920168886,17.2,3.9665266081716046
