mode_label,test_mean,test_std,train_mean,train_std,wrong_mean,wrong_std
Random Genes,0.65575025249389,0.06167836359913538,0.6767873675119862,0.04760728397883506,105.0,23.49468024894146
Selected Genes,0.9517022181173717,0.011125294027547585,0.9532312431812844,0.0024663699633511085,14.0,3.39934634239519
