mode_label,test_mean,test_std,train_mean,train_std,wrong_mean,wrong_std
Random Genes,0.6684050867244999,0.05915958122276369,0.6861445836766058,0.05595622325452398,95.26,17.496133683689976
Selected Genes,0.9536405692569077,0.010288404496930614,0.9569973641619618,0.002950020978533312,13.06,2.972046639016588
