mode_label,test_mean,test_std,train_mean,train_std,wrong_mean,wrong_std
Random Genes,0.6429222320917931,0.0599236184106156,0.6570397622134732,0.07075586885106327,103.1,22.629626598775335
Selected Genes,0.9535878360279904,0.010462264315007143,0.9575606950447859,0.00281902661009693,13.5,3.3747427885527643
