mode_label,test_mean,test_std,train_mean,train_std,wrong_mean,wrong_std
Random Genes,0.6012774827130071,0.009898854107785914,0.5956242829539801,0.01205463052714174,2859.6666666666665,94.16120928138797
Selected Genes,0.8545297956739869,0.004273576402771013,0.857797937711119,0.003601264582191079,1220.3333333333333,14.22439219556788
